-70.5079303172, 68.0995266947, 0.0000000000
-70.5079303172, 68.0995266947, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303172, 68.0995266944, 0.0000000000
-70.5079303172, 68.0995266944, 0.0000000000
-70.5079303169, 68.0995266951, 0.0000000000
-70.5079303169, 68.0995266951, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303169, 68.0995266951, 0.0000000000
-70.5079303169, 68.0995266951, 0.0000000000
-70.5079303158, 68.0995266976, 0.0000000000
-70.5079303158, 68.0995266976, 0.0000000000
-70.5079303165, 68.0995266965, 0.0000000000
-70.5079303165, 68.0995266965, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303153, 68.0995266984, 0.0000000000
-70.5079303153, 68.0995266984, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303125, 68.0995267041, 0.0000000000
-70.5079303125, 68.0995267041, 0.0000000000
-70.5079303156, 68.0995266976, 0.0000000000
-70.5079303156, 68.0995266976, 0.0000000000
-70.5079303170, 68.0995266946, 0.0000000000
-70.5079303170, 68.0995266946, 0.0000000000
-70.5079303171, 68.0995266945, 0.0000000000
-70.5079303171, 68.0995266945, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
-70.5079303171, 68.0995266944, 0.0000000000
